"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ACBD3",2887.93053410531,0.206903536915607,0.0511927984881424,0,1,1
"ACBD3-AS1",11.4465643337708,-0.0303031829770378,0.136448823177997,0,1,1
"ACBD4",716.642740776671,-0.946448576677823,0.0807054088607301,0,1,1
"ACBD5",1907.86037749169,-0.275520619974837,0.0716415162137248,0,1,1
"ACBD6",2083.06678057987,-0.0766519855935899,0.0460360987226566,0,1,1
"ACBD7",43.6643453805324,-0.750479762428466,0.162134148291558,0,1,1
"ACCS",715.849245386104,-0.765753391494331,0.102753005681569,0,1,1
"ACCSL",0.420721990485726,-0.881007289284575,0.385938711551271,0,1,1
"ACD",1337.83503680535,0.110993395139876,0.0622418235254414,0,1,1
"ACE",669.587317480998,0.285064445663098,0.101975624166988,0,1,1
"ACE2",221.538076588682,1.67286169224121,0.200094825270536,0,1,1
"ACE3P",0.0253226880803525,-0.0973979632317588,2.77160997797567,0,1,NA
"ACER1",3.79543284474062,0.608366903467722,0.240309381823486,0,1,1
"ACER2",1615.31904688388,-1.82851744973405,0.181796884493778,0,1,1
"ACER3",1256.45796876869,0.375717057134652,0.0640310987577175,0,1,1
"ACHE",198.691020481532,0.21377899956653,0.174627029088097,0,1,1
"ACIN1",8579.79718038523,-0.307130483294742,0.0423670414914056,0,1,1
"ACKR1",983.269067889517,-0.916927671181488,0.226926174862158,0,1,1
"ACKR2",635.966195550126,0.0953993882757571,0.22308932890677,0,1,1
"ACKR3",3234.916633532,0.444874586375911,0.143462721588303,0,1,1
"ACKR4",62.9262593923323,-0.450952884959926,0.176978546792281,0,1,1
"ACLY",8684.4483316976,0.0917130521428731,0.0572423921220448,0,1,1
"ACMSD",5.14485753071158,-1.01057442086648,0.16418748676061,0,1,1
"ACO1",2300.83779149817,0.23382060960993,0.0793500886289467,0,1,1
"ACO2",3426.10806542472,-0.062331488398642,0.0611021221596703,0,1,1
"ACOD1",3.78017401529039,2.33073707949305,0.28487981003557,1.16097058423255,0.245653862176366,1
"ACOT1",123.34892118529,-0.0795165265033002,0.103430164621921,0,1,1
"ACOT11",988.29684064229,-0.695290024237617,0.110394767145199,0,1,1
"ACOT12",1.23106596303672,-0.246310238347086,0.28783655716076,0,1,1
"ACOT13",1326.44878122125,-0.0705313213181161,0.0667895360580622,0,1,1
"ACOT2",594.34228962176,-0.17796067953921,0.0721402698323946,0,1,1
"ACOT4",268.292220660782,-0.147012384156177,0.113625181977816,0,1,1
"ACOT6",2.0745105716966,-1.78846492162331,0.266201191379224,0,1,1
"ACOT7",2556.56679872954,0.789663972372847,0.0815364664026299,0,1,1
"ACOT8",1250.27745221261,-0.110602062587654,0.0544227084107533,0,1,1
"ACOT9",1512.19037692532,0.901360829760698,0.0763140477022628,0,1,1
"ACOX1",8770.82404154187,-1.11169174720874,0.105092824697488,0,1,1
"ACOX2",121.46548467888,0.154556155577199,0.171819282913052,0,1,1
"ACOX3",1775.95957594037,-0.612894088520167,0.0765338052334587,0,1,1
"ACOXL",553.342679462227,-2.7023728501326,0.191691175520851,-3.66408546571932,0.00024822389716673,0.0294696189358212
"ACOXL-AS1",30.8554567817495,-2.31320280689093,0.156667844421119,-1.99915182370832,0.0455919293273586,1
"ACP1",3832.20083396479,0.0970539815791795,0.0485541540225713,0,1,1
"ACP2",2501.21238836346,0.483317649834658,0.0639775670037654,0,1,1
"ACP4",7.60555301859173,-0.324539712866918,0.153154897832899,0,1,1
"ACP5",2337.3710876755,0.658850388526476,0.111649312283838,0,1,1
"ACP6",1932.43693269707,-1.31874298757883,0.0966033962638222,0,1,1
"ACP7",142.118809521165,1.55795487322559,0.218397088677603,0,1,1
"ACR",4.6119720378717,0.0552626321772116,0.151575776964938,0,1,1
"ACRBP",135.658059607318,-0.748170070457387,0.11592778369052,0,1,1
"ACRV1",22.4721080610785,0.108200998020898,0.117459554240325,0,1,1
"ACSBG1",187.352289744382,-2.93752840678264,0.200601567196889,-4.67358465780312,2.95987616485563e-06,0.000462762047436337
"ACSBG2",7.30879385724371,-0.927494782838236,0.124884361629808,0,1,1
"ACSF2",4026.27977806774,-0.881358263282934,0.11494729766536,0,1,1
"ACSF3",1264.18951174911,-0.225517378766301,0.0586908849516714,0,1,1
"ACSL1",5464.70325245294,-0.58767744702032,0.102247873893759,0,1,1
"ACSL3",4302.4666485507,0.133756138610516,0.0673567014468756,0,1,1
"ACSL4",2675.39634273118,0.21393665870865,0.0985489494965289,0,1,1
"ACSL5",7010.76066279385,-1.31265785894558,0.131687798516724,0,1,1
"ACSL6",21.473860024562,-0.784555755116079,0.165417743276342,0,1,1
"ACSM1",48.3432441788025,-1.19017383983497,0.152211262608578,0,1,1
"ACSM2A",2.33637343679695,-0.938465722098211,0.330335384681637,0,1,1
"ACSM2B",1.77945723293476,-1.05277770537123,0.293186669338901,0,1,1
"ACSM3",446.854476780338,-1.32893343680175,0.159569070247812,0,1,1
"ACSM4",5.22775997575066,0.690549041840667,0.199930972872673,0,1,1
"ACSM5",15.5155534561807,0.138705709075026,0.18060328728395,0,1,1
"ACSM6",162.94000666285,-2.90281588540005,0.281708552031125,-3.2047869292243,0.00135162496787929,0.129342353068483
"ACSS1",1722.17141553568,-0.563683603017346,0.10699971317052,0,1,1
"ACSS2",2154.12273733588,-0.0590237346927232,0.0692896692600007,0,1,1
"ACSS3",246.126169995348,-0.111803389707176,0.172735058985259,0,1,1
"ACTA1",33.2121915356492,-0.329385368809378,0.140122569317783,0,1,1
"ACTA2",20751.3049975182,-0.771653114418298,0.184688335176093,0,1,1
"ACTA2-AS1",111.745899154216,-0.775840067326244,0.185300800802366,0,1,1
"ACTB",273557.774811457,0.564656139454003,0.0631682250540943,0,1,1
"ACTBL2",14.3414615236934,2.66048594947583,0.280370108210528,2.35576450603598,0.0184846319150118,1
"ACTBP1",4.86912986103511,1.3526788445363,0.185425485309714,0,1,1
"ACTBP12",5.85309376820145,-0.416560598693638,0.257371822660226,0,1,1
"ACTBP14",0.770731597297336,0.253007844990723,0.198875650781253,0,1,1
"ACTC1",1537.03609539714,-1.40056130937878,0.308254094437537,0,1,1
"ACTG1",196405.095849511,0.325932236100158,0.0500610071107114,0,1,1
"ACTG1P10",6.21409661929048,-0.886214265122582,0.132951432094095,0,1,1
"ACTG1P12",1.64920342026465,0.211465710638678,0.184965608396194,0,1,1
"ACTG1P14",15.5367567244415,0.955864120144851,0.123947197577103,0,1,1
"ACTG1P15",5.55216086164131,-0.879725898030485,0.15454354228049,0,1,1
"ACTG1P16",0.616413797850258,-0.0330904685191067,0.213202784409828,0,1,1
"ACTG1P17",21.7288464002506,-1.18968213681574,0.107630421085566,0,1,1
"ACTG1P19",1.53986580590821,0.0302176014783742,0.17166499132136,0,1,1
"ACTG1P21",1.28851435860888,0.146877021569587,0.202323617815574,0,1,1
"ACTG1P23",10.2974705604143,0.632139480082672,0.0983429594311309,0,1,1
"ACTG1P24",3.34801565361919,-0.451274925665237,0.136810797488653,0,1,1
"ACTG2",16100.6320862947,-1.29161839064441,0.241399987749819,0,1,1
"ACTL10",218.21269657162,-0.801145979396578,0.125948238538017,0,1,1
"ACTL6A",3337.1890894981,0.223793919076383,0.0577684171436598,0,1,1
"ACTL6B",3.02908608202805,-1.60760232685269,0.25347277319929,0,1,1
"ACTL7A",0.180836928357416,-0.187512232534403,0.500595137624443,0,1,NA
"ACTL7B",0.760981438218152,-0.315178383237306,0.259208757823442,0,1,1
"ACTL8",34.5728932261027,0.602072262476707,0.309335301042621,0,1,1
"ACTL9",0.128532112416173,0.0602546396314338,0.621802086566892,0,1,NA
"ACTN1",15251.906866671,0.776471801985769,0.107968218680712,0,1,1
"ACTN1-AS1",6.52774887025031,0.532897465679326,0.144122273518813,0,1,1
"ACTN2",35.1712836501176,-0.624578558282333,0.220613554476037,0,1,1
"ACTN3",5.34034696545644,-0.0842850421389411,0.16439602904506,0,1,1
"ACTN4",30906.7775298511,0.363957637556145,0.0622403705619393,0,1,1
"ACTN4P1",3.18608346102795,0.555134563638843,0.14405992365554,0,1,1
"ACTP1",0.780009082486908,0.320240158805232,0.227577579437953,0,1,1
"ACTR10",2227.99576723475,0.281192500432504,0.0395736219678659,0,1,1
"ACTR1A",6569.44281754903,0.149656766628794,0.0456214307763404,0,1,1
"ACTR1B",3245.94220392105,-0.0915130128685327,0.0464034367671078,0,1,1
"ACTR2",13174.3829611371,0.216580451417041,0.0478737700648598,0,1,1
"ACTR3",10313.8928056813,0.468388198365127,0.0481477413650944,0,1,1
"ACTR3B",392.24927084093,-0.467116793517755,0.0705196947258085,0,1,1
"ACTR3C",190.480907163301,-0.674876181651303,0.0981132986046113,0,1,1
"ACTR3P2",0.256977822417125,0.0675864084689331,0.296790832473638,0,1,NA
"ACTR5",734.439321362369,-0.0614020193019274,0.0574864191516319,0,1,1
"ACTR6",1124.0620613771,-0.0541964504852489,0.0482333143217886,0,1,1
"ACTR6P1",0.034429010278199,-0.0248129641309865,2.45564512193725,0,1,NA
"ACTR8",1078.58496954121,-0.221888582537271,0.0431228200702786,0,1,1
"ACTRT1",0.329273345460917,-0.4401584437822,0.37655190018361,0,1,NA
"ACTRT2",0.0366465546795755,-0.118496314392836,2.06259263208469,0,1,NA
"ACTRT3",91.7559843204799,0.289413474770386,0.114217290214315,0,1,1
"ACVR1",1333.70333462488,0.503528733600545,0.0672245582283141,0,1,1
"ACVR1B",2272.84423617032,-0.178778482402811,0.071467573221061,0,1,1
"ACVR1C",130.651845168036,0.394755397297608,0.177321469512298,0,1,1
"ACVR2A",946.300981098424,-0.81839322122531,0.0724187761037563,0,1,1
"ACVR2B",929.579800686827,-0.906496900181403,0.0967244077488526,0,1,1
"ACVR2B-AS1",105.80057750228,-1.14046220963317,0.103982523509649,0,1,1
"ACVRL1",949.198428736951,0.34889186658118,0.102262271198537,0,1,1
"ACY1",351.53244054349,-0.623891039975556,0.0931232325065401,0,1,1
"ACY3",56.645242597388,0.610080983619408,0.176689372596265,0,1,1
"ACYP1",474.392657664201,-0.0433772167991976,0.0719181300735755,0,1,1
"ACYP2",506.698997247552,-0.524896957485049,0.061278191715607,0,1,1
"ADA",864.98628731814,1.13236904784698,0.122282238599542,0,1,1
"ADA2",1926.89100546048,-0.092734991811848,0.135301553971231,0,1,1
"ADAD1",0.259777532621198,-0.35644560471436,0.492110621094296,0,1,NA
"ADAD1P2",0.0984532529079514,-0.39954859596116,1.35323776426816,0,1,NA
"ADAD2",59.4705005036575,-1.34582573272181,0.161673084315147,0,1,1
"ADAL",302.521029686609,-0.00451851940876025,0.0663804665369133,0,1,1
"ADAM10",11710.7432129627,-0.61782923789187,0.0816300674287844,0,1,1
"ADAM11",111.233465316699,-0.952953262125983,0.145904210713474,0,1,1
"ADAM12",1516.17981983407,0.871957810594382,0.160916500888855,0,1,1
"ADAM15",9046.91725177318,0.430466125406074,0.0746605475718787,0,1,1
"ADAM17",1768.09271470785,0.322729164248284,0.0897703854274717,0,1,1
"ADAM18",1.40525736379224,-0.193925082701424,0.364918231706983,0,1,1
"ADAM19",1988.41098621963,1.4712690527907,0.154904361757681,0,1,1
"ADAM1B",10.4682978822579,-0.556361460102891,0.135711453595437,0,1,1
"ADAM2",14.121911733511,-1.73882903988184,0.37887265420078,0,1,1
"ADAM20",5.2349733070361,-0.404512324206482,0.148549503304251,0,1,1
"ADAM20P1",22.6651620955026,-0.898349997814573,0.134092718220421,0,1,1
"ADAM20P3",0.654731159011431,1.80917490548463,0.477125858922871,0,1,1
"ADAM21",11.8256368096993,-0.204209969200244,0.170500895486583,0,1,1
"ADAM21P1",0.759401900852298,-0.45222177652332,0.273440157737155,0,1,1
"ADAM22",288.60264632445,-1.03715434317609,0.135591901224011,0,1,1
"ADAM23",433.902447516632,2.27555691084233,0.179690807993473,1.53350588112634,0.125151258712873,1
"ADAM24P",0.0478243758133318,-0.116900502278608,1.35624345809541,0,1,NA
"ADAM28",555.563872451492,-0.0699471258036872,0.166622710210023,0,1,1
"ADAM29",1.8612531318865,-0.0454702756988094,0.296205832190649,0,1,1
"ADAM30",0.157346748718932,-0.168515011616058,0.641281644963156,0,1,NA
"ADAM32",46.1970868073607,-0.289182018420258,0.133947817807847,0,1,1
"ADAM33",373.89960558469,-0.577422342982965,0.194829294676988,0,1,1
"ADAM3A",0.365135536914311,-1.27215130991461,0.559190435738432,0,1,NA
"ADAM3B",0.194484074731878,-0.0778220576793731,0.527119898960601,0,1,NA
"ADAM5",0.544835970004507,0.374439250881226,0.465069110196253,0,1,1
"ADAM6",0.102888122052928,0.130138883898844,1.06257905149386,0,1,NA
"ADAM7",0.379907894933394,-0.0842937707240022,0.564837769635475,0,1,NA
"ADAM8",3284.44927321139,0.231972661363166,0.124789051162009,0,1,1
"ADAM9",5787.42282422033,0.508008328690296,0.0978385256139705,0,1,1
"ADAMDEC1",292.514718549639,1.0230393560914,0.208849630920243,0,1,1
"ADAMTS1",4125.95429866552,-0.35784126409393,0.165705145175924,0,1,1
"ADAMTS10",201.47688315374,0.344529125799401,0.122201826185923,0,1,1
"ADAMTS12",767.665001701946,1.1320388018236,0.166427196122477,0,1,1
"ADAMTS13",240.200838421335,-0.751036366168148,0.108282602584527,0,1,1
"ADAMTS14",493.338782247324,1.53947923237648,0.153751182933968,0,1,1
"ADAMTS15",393.946234835157,1.13400307896017,0.186033085891119,0,1,1
"ADAMTS16",171.111587298529,0.163768284050298,0.207093034484052,0,1,1
"ADAMTS17",112.616934674122,-0.258659778949904,0.15218269532771,0,1,1
"ADAMTS18",23.0746940178925,0.424195448700046,0.195816690100994,0,1,1
"ADAMTS19",33.3013717770077,-2.02003729127052,0.237463626162502,-0.0843804653130462,0.932753938310442,1
"ADAMTS19-AS1",3.8390142621246,-1.59116234456314,0.284818505167761,0,1,1
"ADAMTS2",2077.42061495215,1.01243797984954,0.160068825057316,0,1,1
"ADAMTS20",54.6370733255439,0.153932915893101,0.275099644066929,0,1,1
"ADAMTS3",60.3907494443171,1.08900985284754,0.159801568560279,0,1,1
"ADAMTS4",1678.48639512321,0.880230964930297,0.1518351821495,0,1,1
"ADAMTS5",285.026956399006,0.233756185165697,0.138583623335999,0,1,1
"ADAMTS6",121.1194907096,1.0024455808347,0.130874908098427,0,1,1
"ADAMTS7",1038.35460546271,-0.566147127588722,0.115591105971371,0,1,1
"ADAMTS7P1",9.84609213137565,-0.536551388119754,0.148985186197844,0,1,1
"ADAMTS7P3",25.5562341031971,-1.15054675444418,0.145405299435011,0,1,1
"ADAMTS7P4",14.8851194864311,-0.138023487792271,0.138204543655642,0,1,1
"ADAMTS8",149.792270715273,-1.08473901697932,0.204300376907022,0,1,1
"ADAMTS9",653.255674213767,0.42612753497837,0.140273605023148,0,1,1
"ADAMTS9-AS1",61.349441370152,-1.11985040299577,0.236139596090245,0,1,1
"ADAMTS9-AS2",25.1455880611732,-1.11894063901081,0.214614833570135,0,1,1
"ADAMTSL1",184.391171186369,0.570705041234629,0.168260127127511,0,1,1
"ADAMTSL2",418.120660236543,0.0942039762888939,0.11439883521321,0,1,1
"ADAMTSL3",136.065160166126,-0.786363807663396,0.212765969958191,0,1,1
"ADAMTSL4",1767.29066949435,1.28526922683058,0.165751368623697,0,1,1
"ADAMTSL4-AS1",27.0859351739886,-0.0785442024269704,0.127745747046982,0,1,1
"ADAMTSL5",337.408005215829,0.291424610220638,0.13558492550766,0,1,1
"ADAP1",659.802459527482,-0.437556748290489,0.123523946875492,0,1,1
"ADAP2",499.514993630956,1.08700995791648,0.111140335112429,0,1,1
"ADAR",15508.1662861092,0.253654898439952,0.0531426289907722,0,1,1
"ADARB1",1483.41638679927,-0.138131585408981,0.136233844616982,0,1,1
"ADARB2",11.2068286303415,0.613469506503374,0.201069263764015,0,1,1
"ADARB2-AS1",0.773114814753866,0.0785666290944475,0.446087016044667,0,1,1
"ADAT1",1018.77683808417,0.0463937403363249,0.0537393648978846,0,1,1
"ADAT2",456.03968255271,-0.106568227811685,0.0810590761107189,0,1,1
"ADAT3",174.865460579259,-0.175634789891891,0.0979406739748439,0,1,1
"ADCK1",492.403464953482,-0.113265745974323,0.0552783678048448,0,1,1
